ProductCode,Sk__c,Name,Model__c,Name_EN__c,Sales_price__c,Sales_currency__c,Purchase_price__c,Purchase_currency__c,IsActive,Description,Import_ID__c,Salesforce_ID
C2.2D,100,BNR recycler - kovovy bezel,,PN 952873001P1,,,150.0,EUR,True,BNR recycler - kovovy bezel,PROD-182,01tJ9000001BhHrIAK
C2.2C,100,BNR recycler - telo (1x recycler modul + vydavac),,PN 969938001 - BNR CH3-11M,,,1995.0,EUR,True,BNR recycler - telo (1x recycler modul + vydavac),PROD-183,01tJ9000001BhL0IAK
C2.2B,100,BNR recycler - telo (2x recycler modul),,PN 969925001 - BNR CH3-20M,,,1995.0,EUR,True,BNR recycler - telo (2x recycler modul),PROD-184,01tJ9000001BhJdIAK
C2.2E,100,BNR recycler - zdroj,,PN 8157472 - Powersupply,,,157.5,EUR,True,BNR recycler - zdroj,PROD-185,01tJ9000001Bh2KIAS
C46.1,100,Boltwork with relocker for 1 lock (rozvora),,45100000 M3 Boltwork with relocker for 1 lock,,,8.89,EUR,True,Boltwork with relocker for 1 lock (rozvora),PROD-186,01tJ9000001Bh8wIAC
C75,100,"Bovden 170 mm,Bovden 800mm",,"Bowden_1 170 mm ,Bowden_1 800 mm",,,,,True,"Bovden 170 mm,Bovden 800mm",PROD-187,01tJ9000001Bh3aIAC
S21,200,Bublinkova folie,,BF100100 100m x 1m,,,0.0,,True,Bublinkova folie,PROD-188,01tJ9000001BhLsIAK
C3,100,Cash Dispenser F53,,47200660 GF0466 F53 DISPENSER SEMI BUNCH FRONT SERVICE,2142,USD,1189.0,EUR,True,Cash Dispenser F53,PROD-189,01tJ9000001BhDXIA0
C2,100,Cash Recycler MEI SCNR8327M - 600R,,"252803010P1 SC ADVANCE SCR8327M LATCH, ANTI SKEW",2451,USD,1494.15,EUR,True,Cash Recycler MEI SCNR8327M - 600R,PROD-190,01tJ9000001BhHnIAK
C2.1,100,Cash Recycler MEI SCNRL8327M - 1200R,,"SCNRL8327M PN 252803015P1  (RS 232, Anti skew HEAD, Recycler with 1200 cashbox)",2547,USD,1627.5,EUR,True,Cash Recycler MEI SCNRL8327M - 1200R,PROD-191,01tJ9000001Bh3iIAC
M1.2,100,Chladic coreboardu mx6,,VHP-MX6 - Heat spreader set MX6,7,USD,4.5,USD,True,Chladic coreboardu mx6,PROD-192,01tJ9000001BhLxIAK
M12.1,100,Chladic coreboardu mx8,,Coreboard mx8 cooler,,,,,True,Chladic coreboardu mx8,PROD-193,01tJ9000001BhM2IAK
M12.3,100,Chladic coreboardu mx8 mini,,VHP-VS8M,,,12.5,USD,True,Chladic coreboardu mx8 mini,PROD-194,01tJ9000001Bh5DIAS
M19,100,Chladic lednice,,FISCHER ELEKTRONIK SK 81/ 100 SA,,,,,True,Chladic lednice,PROD-195,01tJ9000001BhAYIA0
M7,100,Chladic malico - coreboard BT3 BT4 BTG,,"Cooler malico - coreboard BT3 BT4, BTG",12,USD,0.0,,True,Chladic malico - coreboard BT3 BT4 BTG,PROD-196,01tJ9000001BhM7IAK
H1,100,Citizen foto tiskarna,,CX-02 Digital Photo Printer (1000860),,,707.0,EUR,True,Citizen foto tiskarna,PROD-197,01tJ9000001BgimIAC
M1.1,100,Coreboard - mx6,,VSM-MX6-H9FE-3 MX6Q_V2_1200C_2048R_512N_8G_AC_EC_TP_WBD_LB_CT_LO_REV2.13E,190,USD,132.5,USD,True,Coreboard - mx6,PROD-198,01tJ9000001BgFxIAK
M1.1.1,100,Coreboard - mx6 (bez dual band),,VSM-MX6-H24B-3 MX6Q_V2_1200C_2048R_512N_8G_AC_EC_TP_WB_LB_CT_LO_REV2.13B,,,132.5,USD,True,Coreboard - mx6 (bez dual band),PROD-199,01tJ9000001BgnKIAS
M12,100,Coreboard - mx8,,VAR-SOM-MX8QM_1612C_4096R_16G_AC_EC_TP_WBD_ET_REV1.3A,,,297.85,USD,True,Coreboard - mx8,PROD-200,01tJ9000001BhMCIA0
M12.2,100,Coreboard - mx8 mini,,VAR-SOM-MX8MMQ_1800C_2048R_8G_AC_EC_LD_TP_CN_WBD_CT_REV1.5,,,143.0,USD,True,Coreboard - mx8 mini,PROD-201,01tJ9000001BhMHIA0
M12.4,100,Coreboard - mx8 mini plus,,VAR-SOM-MX8MPQ_1800C_4096R_16G_AC_EC_TP_WBD_CT,,,145.0,USD,True,Coreboard - mx8 mini plus,PROD-202,01tJ9000001BhEyIAK
M15,100,CPU chladič pro Peltier,,DeepCool- Gammaxx 400 EX,,,,,True,CPU chladič pro Peltier,PROD-203,01tJ9000001BhMMIA0
B18.21,100,cryptoflow samolepky - arch A teploměr,,cryptoflow samolepky - arch A,,,0.0,,True,cryptoflow samolepky - arch A teploměr,PROD-204,01tJ9000001BhJsIAK
B18.22,100,cryptoflow samolepky - arch B raketa,,cryptoflow samolepky - arch B,,,0.0,,True,cryptoflow samolepky - arch B raketa,PROD-205,01tJ9000001BgIXIA0
B18.23,100,cryptoflow samolepky - arch C svaly,,cryptoflow samolepky - arch C,,,0.0,,True,cryptoflow samolepky - arch C svaly,PROD-206,01tJ9000001BhDHIA0
C41.1,100,Ctecka carovych kodu,,Čtečka čárových kódů,135,USD,105.0,USD,True,Ctecka carovych kodu,PROD-207,01tJ9000001Bh8XIAS
C52,100,Datovy kabel k cash dispenseru F53,,Data Cable for Cash Dispenser F53,16,USD,8.0,EUR,True,Datovy kabel k cash dispenseru F53,PROD-208,01tJ9000001BhMRIA0
C39,100,Datovy kabel USB-RS232 prevodnik ke card dispenseru,,ku2-232 PremiumCord USB 2.0 - RS 232 převodník s kabelem,13,USD,0.0,,True,Datovy kabel USB-RS232 prevodnik ke card dispenseru,PROD-209,01tJ9000001BhMWIA0
D7.3,100,db9 kabel GMKit,,20CM DB9 MALE to FEMALE CABLE D - Cable DB9 20cm,,,,,True,db9 kabel GMKit,PROD-210,01tJ9000001Bgg0IAC
C71,100,DC-DC Invertor,,DC-DC Invertor,,,,,True,DC-DC Invertor,PROD-211,01tJ9000001Bh9AIAS
B19.8,100,Designove prodlouzeni skrine BATM2C,,Additional back cover BATMTwoC,,,0.0,,True,Designove prodlouzeni skrine BATM2C,PROD-212,01tJ9000001BhMbIAK
C62,100,Dev kit BATM3 - zelezo,,Dev kit BATM3 - zelezo,,,0.0,,True,Dev kit BATM3 - zelezo,PROD-213,01tJ9000001BhGDIA0
A1.2,100,"Displej 10"" s komplet kabelazi",,FN101PGRGUL041AQ02,,,120.0,USD,True,"Displej 10"" s komplet kabelazi",PROD-214,01tJ9000001BgqeIAC
A1.3,100,"Displej 10"" s touchem",,"Display 10"" with touch",,,118.0,USD,True,"Displej 10"" s touchem",PROD-215,01tJ9000001BhIfIAK
A1.4,100,"Displej 21,5"" s komplet kabelazi",,FN2150T034A with display P215HVN02.0.,,,170.0,USD,True,"Displej 21,5"" s komplet kabelazi",PROD-216,01tJ9000001BhCsIAK
A1.1,100,"Displej 7""",,"Display 7""",80,USD,40.0,USD,True,"Displej 7""",PROD-217,01tJ9000001BhBuIAK
A5,100,"Displej 7"" napajeci kabel",,"Display 7"" power cable",,,1.0,USD,True,"Displej 7"" napajeci kabel",PROD-218,01tJ9000001BgyrIAC
A1.1.2,100,"Displej 7"" v2",,G070VW01 V002 7inch LCD LED screen Grade A,,,,,True,"Displej 7"" v2",PROD-219,01tJ9000001BhCYIA0
C55,100,Distancni rozperka CS-13,,DRZ-VZ-13 CS-13,,,0.0,,True,Distancni rozperka CS-13,PROD-220,01tJ9000001Bgg2IAC
C65,100,Distancni sloupek do AK23 (na CB) 20 mm,,623-387,,,0.0,,True,Distancni sloupek do AK23 (na CB) 20 mm,PROD-221,01tJ9000001BgFIIA0
G6,100,distancni sloupek do alarmu,,623-050,,,0.0,,True,distancni sloupek do alarmu,PROD-222,01tJ9000001BhLPIA0
C65.2,100,Distancni sloupek pro GMkit (malý) 7 mm,,801-114,,,,,True,Distancni sloupek pro GMkit (malý) 7 mm,PROD-223,01tJ9000001BhMgIAK
C65.1,100,Distancni sloupek pro GMkit (velký na CB) 18 mm,,623-386,,,,,True,Distancni sloupek pro GMkit (velký na CB) 18 mm,PROD-224,01tJ9000001Bh17IAC
B6.9,100,Dlouha zemnici propojka,,KS022023 - (Dlouhá zemnící propojka),,,,,True,Dlouha zemnici propojka,PROD-225,01tJ9000001BgOuIAK
M16,100,DNA dispenser X2 mini,,Vending motor dispenser X2 mini - 9930500711,,,,,True,DNA dispenser X2 mini,PROD-226,01tJ9000001Bh4pIAC
Y25.8,300,DNA Meter korpus,,DNA Meter korpus,,,,,True,DNA Meter korpus,PROD-227,01tJ9000001BgjhIAC
Y25.9,300,DNA Meter lednice,,DNA Meter lednice,,,,,True,DNA Meter lednice,PROD-228,01tJ9000001BhKqIAK
M20,100,DNA-Motor_controller,,PS3535V1r5,,,,,True,DNA-Motor_controller,PROD-229,01tJ9000001Bgl0IAC
C60,100,Door Switch - Dverni spinac,,Door Switch,9,USD,2.8,EUR,True,Door Switch - Dverni spinac,PROD-230,01tJ9000001BhMlIAK
C77,100,Doraz samolepící,,"Tlumič nárazu, průměr 20x6,2mm, samolepicí, transparentní,",,,,,True,Doraz samolepící,PROD-231,01tJ9000001Bh1IIAS
C43,100,"egalax 23"" touch panel controller",,"Touch screen controller 23"", ETP-ESCAP7700 controller",,,23.0,USD,True,"egalax 23"" touch panel controller",PROD-232,01tJ9000001BhMqIAK
B41,100,El. zamek Series 400 - dual monitoring,,41032-201-1 - Micro rotary latch Series 400 w/ Molex connector and cable,,,39.25,EUR,True,El. zamek Series 400 - dual monitoring,PROD-233,01tJ9000001BhL1IAK
B42,100,El. zamek Series 400 - lock monitoring,,41032-101-1 - Micro rotary latch Series 400 w/ Molex connector and cable,,,39.25,EUR,True,El. zamek Series 400 - lock monitoring,PROD-234,01tJ9000001BgEzIAK
C34.2,100,"Elematic kabelova prichytka 27x6,5mm, 4,8mm",,"5473-100 RBE Držák stahovacích pásků 2 cestný s kaučukovým lepidlem do 4,8mm",,,,,True,"Elematic kabelova prichytka 27x6,5mm, 4,8mm",PROD-235,01tJ9000001BgzfIAC
B37,100,"Ethernet kabel 1,5m",,kód: MN214b06 - Síťový kabel Datacom CAT5E UTP 1.5m,,,0.0,,True,"Ethernet kabel 1,5m",PROD-236,01tJ9000001BhMvIAK
Y25.7,300,Expedicni krabice na GM Kit 8 ks,,Expedicni krabice na GM Kit 8 ks,,,,,True,Expedicni krabice na GM Kit 8 ks,PROD-237,01tJ9000001BhKHIA0
Y24.6,300,Expedicni krabice pro 5ks GMkitu,,Expedicni krabice pro 5ks GMkitu,,,,,True,Expedicni krabice pro 5ks GMkitu,PROD-238,01tJ9000001Bh9UIAS
B47.1,100,Extension plate upgrade VALINA BATMThree M/L,,"Výkresy: KY-2-01-20-40.0 , KY-2-01-20-41.0 ,KY-2-01-20-42.0",,,,,True,Extension plate upgrade VALINA BATMThree M/L,PROD-239,01tJ9000001Bh1SIAS
C3.1,100,F53 extension box,,(580-02735),714,USD,407.0,EUR,True,F53 extension box,PROD-240,01tJ9000001BhKSIA0
C57,100,F53/56 cassette 500 bankovek,,580-02734 - GF0425 F53/56 CASH CASSETTE 500,343,USD,198.0,EUR,True,F53/56 cassette 500 bankovek,PROD-241,01tJ9000001BhN0IAK
G15,100,Gastrobox GN 1-9,,GN 1-9 h65,,,,,True,Gastrobox GN 1-9,PROD-242,01tJ9000001BhN5IAK
B11.5,100,GBSafe plexi antena,,Plexi GS 3mm cire,0,,,,True,GBSafe plexi antena,PROD-243,01tJ9000001BgnLIAS
B11.6,100,GBSafe plexi ctecka,,Plexi GS 4mm cire,0,,,,True,GBSafe plexi ctecka,PROD-244,01tJ9000001BhNAIA0
G1,100,GPS antena,,AP.25M.07.0080A,,,0.0,,True,GPS antena,PROD-245,01tJ9000001BhNFIA0
G2,100,GSM antena,,https://www.aliexpress.com/item/2-4-G-SMA-antenna-Zigbee-wireless-pepper-potts-D5A3-5pcs/32735515172,,,0.53,USD,True,GSM antena,PROD-246,01tJ9000001Bh92IAC
D7.2,100,HDMI Kabel pro GMkit 90 zahnuty,,HDMI cabel right angled 0.3m,,,,,True,HDMI Kabel pro GMkit 90 zahnuty,PROD-247,01tJ9000001BhCOIA0
M18,100,Hliníkový heatspread,,ALU_heatspread,,,,,True,Hliníkový heatspread,PROD-248,01tJ9000001BhJyIAK
B13,100,Hmozdinky,,FM-XP 10x65 - kód produktu: 12871,,,0.0,,True,Hmozdinky,PROD-249,01tJ9000001BhKWIA0
C8,100,Hopper,,HP-L112 Hopperkid O STD 24V Pulse,,,98.1,EUR,True,Hopper,PROD-250,01tJ9000001Bgy6IAC
G19,100,Houbička do gastroboxu,,Houbička do gastroboxu,,,,,True,Houbička do gastroboxu,PROD-251,01tJ9000001BhMSIA0
C32.1,100,Husí krk pro jack 1m,,Husí krk s podélným řezem Ø 7mm (vnější)  Ø 5mm (vnitřní),,,,,True,Husí krk pro jack 1m,PROD-252,01tJ9000001BhBaIAK
S29,100,Izolace Ø 15 mm-délka 35mm-na-lednici,,Izolace Ø 15 mm-délka 35mm-na-lednici,,,,,True,Izolace Ø 15 mm-délka 35mm-na-lednici,PROD-253,01tJ9000001Bh8lIAC
C56.4,100,JCM UBA10 Cashbox 600 notes,,47200283 128680 UBA-10/iPRO PLASTIC CASHBOX ONLY 500,,,48.0,EUR,True,JCM UBA10 Cashbox 600 notes,PROD-254,01tJ9000001Bh3EIAS
A4.2,100,"Kabel k 10"" touchi",,FN185A011-USBX-V2.0,,,3.0,USD,True,"Kabel k 10"" touchi",PROD-255,01tJ9000001Bh00IAC
C72,100,Kabel k LED od Motor controlleru,,KS022028 - Kabel k LED od Motor controlleru,,,,,True,Kabel k LED od Motor controlleru,PROD-256,01tJ9000001BhNKIA0
B6,100,Kabelaz batm2 akceptor - MEI,,Cabling batm2 acceptor - MEI,,,3.8,EUR,True,Kabelaz batm2 akceptor - MEI,PROD-257,01tJ9000001BhNPIA0
B6.1,100,Kabelaz batm2 akceptor + door switch,,Cabling batm2 acceptor + door switch,,,0.0,,True,Kabelaz batm2 akceptor + door switch,PROD-258,01tJ9000001BhNUIA0
B6.3,100,Kabelaz batm2R datova + door switch,,KS022014 - (BATM2R nové provedení),,,0.0,,True,Kabelaz batm2R datova + door switch,PROD-259,01tJ9000001BhBvIAK
C10,100,Kabelaz datova aktualizovana pro batm3,,KS022007 - (datova kabelaz batm3),,,0.0,,True,Kabelaz datova aktualizovana pro batm3,PROD-260,01tJ9000001BhLQIA0
C66,100,Kabelaz datova pro BATM5,,KS022013 - (kabeláž pro BATM5),,,0.0,,True,Kabelaz datova pro BATM5,PROD-261,01tJ9000001BhIzIAK
B31,100,Kabelaz do stojanu,,KS022008 - (kabelaz do stojanu),,,0.0,,True,Kabelaz do stojanu,PROD-262,01tJ9000001Bh18IAC
B6.11,100,Kabelaz k dispenzeru pro DNAmeter,,KS022027 - (DNA kabelaz k dispenseru),,,0.0,,True,Kabelaz k dispenzeru pro DNAmeter,PROD-263,01tJ9000001BhGRIA0
B45,100,Kabelaz na GMKit,,KS022026 - (GMKit),,,0.0,,True,Kabelaz na GMKit,PROD-264,01tJ9000001BhNZIA0
B6.6,100,Kabelaz pro BATM2 Ultra 12V,,KS022019 - (BATM2 ULTRA 12V),,,,,True,Kabelaz pro BATM2 Ultra 12V,PROD-265,01tJ9000001BhNeIAK
B6.7,100,Kabelaz pro BATM2 Ultra 24V,,KS022020 - (BATM2 ULTRA 24V),,,,,True,Kabelaz pro BATM2 Ultra 24V,PROD-266,01tJ9000001BhFEIA0
B6.5,100,Kabelaz pro BATM2 Ultra BNR,,KS022018 - (BATM2 ULTRA BNR),,,,,True,Kabelaz pro BATM2 Ultra BNR,PROD-267,01tJ9000001BgvOIAS
B6.4,100,Kabelaz pro BNR,,KS022016 - (Kabeláž pro BNR),,,0.0,,True,Kabelaz pro BNR,PROD-268,01tJ9000001BhLjIAK
B34,100,Kabelaz pro doorswitch,,KS022009 -(Cable ALARM to DOOR switch),,,0.0,,True,Kabelaz pro doorswitch,PROD-269,01tJ9000001BhNjIAK
B34.1,100,Kabelaz pro doorswitch - novy,,KS022015 -(Cable ALARM to DOOR switch - 4pin),,,0.0,,True,Kabelaz pro doorswitch - novy,PROD-270,01tJ9000001BhNoIAK
C34,100,Kabelova prichytka sroubovaci 16mm UCF-4,,MRF-160-PA (UCF-4),,,0.0,,True,Kabelova prichytka sroubovaci 16mm UCF-4,PROD-271,01tJ9000001BgcmIAC
C34.1,100,Kabelova prichytka sroubovaci 8mm UCF-4,,MRF-080-PA (UCF-4),,,0.0,,True,Kabelova prichytka sroubovaci 8mm UCF-4,PROD-272,01tJ9000001Bh3sIAC
C54,100,Kabelova pruchodka GM-2015,,POM-2015 GM-2015,,,0.0,,True,Kabelova pruchodka GM-2015,PROD-273,01tJ9000001BhHoIAK
B52,100,Kabelová sada Zámky - Motor Controller,,Zámky - Motor Controller (Jsou to 3 kabely),,,,,True,Kabelová sada Zámky - Motor Controller,PROD-274,01tJ9000001BhKMIA0
S15,200,Kabely k osvetleni kamery,,Kabel CYH2x0.15 AWG24 č. 651-505 GME černo-červený,,,0.0,,True,Kabely k osvetleni kamery,PROD-275,01tJ9000001Bh3vIAC
B43,100,Kabinet na DevKit BatmTwo,,BATM_devkit_v2,,,0.0,,True,Kabinet na DevKit BatmTwo,PROD-276,01tJ9000001BhN1IAK
B44,100,Kabinet na GMKit BatmTwo,,GMKitv1,,,0.0,,True,Kabinet na GMKit BatmTwo,PROD-277,01tJ9000001Bgo9IAC
B44.1,100,Kabinet na GMKit BatmTwo v3,,GMKitv3,,,,,True,Kabinet na GMKit BatmTwo v3,PROD-278,01tJ9000001BhNtIAK
B44.2,100,Kabinet na GMKit BatmTwo v4,,GMKitv4,,,,,True,Kabinet na GMKit BatmTwo v4,PROD-279,01tJ9000001BhNyIAK
Y20,300,Kabinet pro BATMFour s elektronikou a NFC,,Kabinet pro BATMFour s elektronikou a NFC,,,,,True,Kabinet pro BATMFour s elektronikou a NFC,PROD-280,01tJ9000001BhO3IAK
Y20.1,300,Kabinet pro BATMFour s elektronikou bez NFC,,Kabinet pro BATMFour s elektronikou bez NFC,,,,,True,Kabinet pro BATMFour s elektronikou bez NFC,PROD-281,01tJ9000001Bh8YIAS
Y13.2,300,Kabinet pro BATMThree SAFE s elektronikou a NFC,,Kabinet pro BATMThree SAFE s elektronikou a NFC,,,,,True,Kabinet pro BATMThree SAFE s elektronikou a NFC,PROD-282,01tJ9000001BhECIA0
Y13.3,300,"Kabinet pro BATMThree SAFE s elektronikou, bez NFC",,"Kabinet pro BATMThree SAFE s elektronikou, bez NFC",,,,,True,"Kabinet pro BATMThree SAFE s elektronikou, bez NFC",PROD-283,01tJ9000001BhO8IAK
Y12.3,300,Kabinet pro BATMThree STD s elektronikou bez NFC a trezoru,,Kabinet pro BATMThree STD s elektronikou bez NFC a trezoru,,,,,True,Kabinet pro BATMThree STD s elektronikou bez NFC a trezoru,PROD-284,01tJ9000001BhGjIAK
Y12.2,300,"Kabinet pro BATMThree STD s elektronikou, NFC",,"Kabinet pro BATMThree STD s elektronikou, NFC",,,,,True,"Kabinet pro BATMThree STD s elektronikou, NFC",PROD-285,01tJ9000001BhDLIA0
B36.1,100,Kablik pro naustek akceptoru,,Cable for LED bezel,,,2.1,EUR,True,Kablik pro naustek akceptoru,PROD-286,01tJ9000001Bgu2IAC
B2.1,100,Kamera - A4tech PK-910H,,KAMAS1130 Kamera - A4tech PK-910H,,,0.0,,True,Kamera - A4tech PK-910H,PROD-287,01tJ9000001BhEiIAK
B2.2,100,Kamera - Logitech C525/B525,,Camera Logitech C525/B525,74,USD,0.0,,True,Kamera - Logitech C525/B525,PROD-288,01tJ9000001BhK7IAK
B2.3,100,Kamera - Logitech C920/C922Pro,,Camera Logitech C920/C922Pro,98,USD,69.9,USD,True,Kamera - Logitech C920/C922Pro,PROD-289,01tJ9000001BhODIA0
B2,100,Kamera - Microsoft HD6000 (nepouziva se),,Kamera - Microsoft HD6000 (nepouziva se),,,,,True,Kamera - Microsoft HD6000 (nepouziva se),PROD-290,01tJ9000001Bgz7IAC
B2.4,100,Kamera - PS5268 (selfie ultra),,"PS5268 Camera Module, 76 degree",,,18.72,USD,True,Kamera - PS5268 (selfie ultra),PROD-291,01tJ9000001Bh4kIAC
C67.1,100,KDA10 - Cashbox,,KDA10 - Cashbox,,,330.0,EUR,True,KDA10 - Cashbox,PROD-292,01tJ9000001Bh9MIAS
C67.2,100,KDA10 - Chassis,,KDA10 - Chassis,,,230.0,EUR,True,KDA10 - Chassis,PROD-293,01tJ9000001BhFFIA0
C67,100,KDA10 - Head,,KDA 10 - OEM Bunch Feed Banknote Module,,,1600.0,EUR,True,KDA10 - Head,PROD-294,01tJ9000001BhLkIAK
C45,100,Keycap CAMLOCK black,,PKCB,1,USD,0.14,EUR,True,Keycap CAMLOCK black,PROD-295,01tJ9000001BhOIIA0
C45.2,100,Keycap CAMLOCK blue,,PKCU,1,USD,0.14,EUR,True,Keycap CAMLOCK blue,PROD-296,01tJ9000001Bh2yIAC
C45.3,100,Keycap CAMLOCK green,,PKCG,1,USD,0.14,EUR,True,Keycap CAMLOCK green,PROD-297,01tJ9000001Bh54IAC
C45.5,100,Keycap CAMLOCK grey,,PKCGR,1,USD,0.14,EUR,True,Keycap CAMLOCK grey,PROD-298,01tJ9000001BhONIA0
C45.8,100,Keycap CAMLOCK orange,,PKCO,1,USD,0.14,EUR,True,Keycap CAMLOCK orange,PROD-299,01tJ9000001BhDYIA0
C45.7,100,Keycap CAMLOCK purple,,PKCP,1,USD,0.14,EUR,True,Keycap CAMLOCK purple,PROD-300,01tJ9000001BhATIA0
C45.1,100,Keycap CAMLOCK red,,PKCR,1,USD,0.14,EUR,True,Keycap CAMLOCK red,PROD-301,01tJ9000001BhIlIAK
C45.6,100,Keycap CAMLOCK white,,PKCW,1,USD,0.14,EUR,True,Keycap CAMLOCK white,PROD-302,01tJ9000001BhKIIA0
C45.4,100,Keycap CAMLOCK yellow,,PKCY,1,USD,0.14,EUR,True,Keycap CAMLOCK yellow,PROD-303,01tJ9000001BhOSIA0
C73,100,KK-Dverni zaves Kubica 6400,,KK-Dverni zaves Kubica 6400,,,,,True,KK-Dverni zaves Kubica 6400,PROD-304,01tJ9000001BginIAC
C47,100,Klavesnice k C46 elektronicka,,Keyboard for Electronic lock C46,40,USD,25.21,EUR,True,Klavesnice k C46 elektronicka,PROD-305,01tJ9000001BhBVIA0
F4.1,100,Klavírový pant pro BATMTwo Ultra,,Klavírový pant BC21-03-20-00.6,,,0.0,,True,Klavírový pant pro BATMTwo Ultra,PROD-306,01tJ9000001BhNBIA0
F4,100,Klavirovy pant pro stojan,,Hinge for stand,,,0.0,,True,Klavirovy pant pro stojan,PROD-307,01tJ9000001BhMDIA0
X18,100,Klec na BatmTwo,,BatmTwo cage,180,USD,0.0,,True,Klec na BatmTwo,PROD-308,01tJ9000001BhAiIAK
C46.3,100,klika k el. zámku vc. hranolu,,Pull handle with prism for C46,,,9.7,EUR,True,klika k el. zámku vc. hranolu,PROD-309,01tJ9000001Bh6pIAC
C46.2,100,Klika z ciny,,Lock Handle,,,1.86,USD,True,Klika z ciny,PROD-310,01tJ9000001BhCPIA0
S30,100,Koncovka lana,,Koncovka lana,,,,,True,Koncovka lana,PROD-311,01tJ9000001BgixIAC
S32,100,Kondenzační mezikus,,DNA2-10-30-01.0,,,,,True,Kondenzační mezikus,PROD-312,01tJ9000001Bh9fIAC
B29,100,"Konektor 2pin Rm 2,54",,GME PH02-2P č. 800-084 (nepodstatne:  kontakt PEH02-01FG č.800-191),,,0.0,,True,"Konektor 2pin Rm 2,54",PROD-313,01tJ9000001BhOXIA0
G10,100,krabice na alarm,,RPT10,,,0.0,,True,krabice na alarm,PROD-314,01tJ9000001BhMTIA0
Y8.2,300,Krabice na BATMTwo Ultra,,Krabice na BATMTwo Ultra,,,,,True,Krabice na BATMTwo Ultra,PROD-315,01tJ9000001BhArIAK
B10.18,100,Krabice pro BATMTwo Ultra,,Z0000005381 - klopová krabice FEFCO 0200 (520x370x1400)mm 2.90 BC X9 lepená,,,0.0,,True,Krabice pro BATMTwo Ultra,PROD-316,01tJ9000001Bh8mIAC
M11.1,100,Krabicka na Raspberry Pi3 model B,,Kód: RPI-B05,,,0.0,,True,Krabicka na Raspberry Pi3 model B,PROD-317,01tJ9000001BhGkIAK
B6.8,100,Kratka zemnici propojka,,KS022022 - (Krátká zemnící propojka),,,,,True,Kratka zemnici propojka,PROD-318,01tJ9000001BhAxIAK
B6.10,100,Kratky Jack kabel,,KS022024 - (Krátký jack kabel -30cm),,,,,True,Kratky Jack kabel,PROD-319,01tJ9000001BhDfIAK
F3,100,Kridlo LEVE pro zelezny stojan pro BATMTwoL,,Křídlo pro stojan - levé,,,0.0,,True,Kridlo LEVE pro zelezny stojan pro BATMTwoL,PROD-320,01tJ9000001BhBwIAK
F2,100,Kridlo PRAVE pro zelezny stojan pro BATMTwoL,,Křídlo pro stojan - pravé,,,0.0,,True,Kridlo PRAVE pro zelezny stojan pro BATMTwoL,PROD-321,01tJ9000001Bh9HIAS
S23,200,Krouzek na klice,,"7062006 - KROUŽEK NA KLÍČE, PONIKLOVANÝ",,,0.0,,True,Krouzek na klice,PROD-322,01tJ9000001BhCZIA0
C38.1,100,Krytka NFC anteny,,Jakube hod to do stroje,,,0.0,,True,Krytka NFC anteny,PROD-323,01tJ9000001BgfVIAS
B5,100,LED pasek na osvetleni,,LED light strip,,,0.0,,True,LED pasek na osvetleni,PROD-324,01tJ9000001BhDRIA0
A8,100,Lepici paska 3M VHB 4611-F 6mm 33m,,3M páska - kód 7000033105,,,0.0,,True,Lepici paska 3M VHB 4611-F 6mm 33m,PROD-325,01tJ9000001BgmRIAS
A8.1,100,Lepici paska 3M VHB 4611-F 9mm 33m,,Lepici paska 3M VHB 4611-F 9mm 33m,,,0.0,,True,Lepici paska 3M VHB 4611-F 9mm 33m,PROD-326,01tJ9000001Bh8DIAS
S25,200,Lepici paska GB 2 barvy,,FSADPB33D Bila PP lep.paska s fir.potiskem 2 barvy,,,0.0,,True,Lepici paska GB 2 barvy,PROD-327,01tJ9000001BhGqIAK
B30.1,100,Lepidlo dvousložkové epoxidové 24ml,,Dvousložkové epoxidové lepidlo,,,,,True,Lepidlo dvousložkové epoxidové 24ml,PROD-328,01tJ9000001BhOcIAK
C1.1,100,"LG LCD Display 23""",,LM230WF3-SLQ5,149,USD,0.0,USD,True,"LG LCD Display 23""",PROD-329,01tJ9000001Bg8fIAC
B49.1,100,Locking strike pin,,Locking strike pin,,,,,True,Locking strike pin,PROD-330,01tJ9000001BgjiIAC
A4.1,100,"LVDS kabel 7""",,LVDS cable (cable B),"2,5.00",USD,1.0,USD,True,"LVDS kabel 7""",PROD-331,
A1.3.1,100,"LVDS kabel k 10"" displeji",,E17147602000R,14,USD,10.5,USD,True,"LVDS kabel k 10"" displeji",PROD-332,01tJ9000001BhMmIAK
C49,100,"LVDS Kabel pro 23"" Display",,SFL-299 - datovy LVDS,8,USD,4.0,USD,True,"LVDS Kabel pro 23"" Display",PROD-333,01tJ9000001BhNkIAK
G7,100,magnet 5x5 mm,,20716,,,0.0,,True,magnet 5x5 mm,PROD-334,01tJ9000001Bgl4IAC
G16,100,Magnet KRP-16,,Magnet KRP-16,,,,,True,Magnet KRP-16,PROD-335,01tJ9000001Bh2zIAC
B41.2,100,Magnet pro striker pro Series 400,,8550114 Magnet assembly Striker S400,,,0.25,EUR,True,Magnet pro striker pro Series 400,PROD-336,01tJ9000001BhHsIAK
A7,100,Mechova paska 9x3mm (m),,Foam belt 9x3mm (m),,,0.0,,True,Mechova paska 9x3mm (m),PROD-337,01tJ9000001BglEIAS
